film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
Scott Pilgrim vs. the World,2010,"Action, Comedy, Fantasy, Musical, Romance",geeky Michael Cera stylized video games,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",M_79702,-16.27267,21.948471
I Killed My Mother (J'ai tué ma mère),2009,Drama,,"Hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him more and more each day. After distressing ordeals and tragic episodes, Hubert will find his mother on the banks of Saint Lawrence river, where he grew up, and where a murder will be committed: the murder of childhood.",M_79798,-21.639397,-25.615076
Heartless,2009,"Fantasy, Horror, Mystery, Thriller",,"The story follows Jamie, a troubled young man with a birthmark on his face, which has left him feeling isolated and fearful, hiding from the world outside. He lives in the East End of London, an area notorious for its violent hooded gangs. According to news reports, the gangs are now wearing demon masks. But, one night, Jamie discovers the terrifying truth.",M_79868,7.9551153,-17.198915
Piranha (Piranha 3D),2010,"Action, Horror, Thriller",,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",M_79879,14.865316,-11.184202
"Extraordinary Adventures of Adèle Blanc-Sec, The",2010,"Action, Adventure, Fantasy, Mystery",,"An adventure set in the early part of the 20th century, focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.",M_79895,32.79594,7.750567
Get Low,2009,"Comedy, Drama, Mystery",,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",M_79897,4.6657777,33.126713
"Joneses, The",2009,"Comedy, Drama",,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",M_79946,-20.288612,-13.644259
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),1989,"Action, Adventure, Animation, Fantasy, Sci-Fi",,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",M_80083,37.68489,24.021328
"Last Exorcism, The",2010,"Horror, Thriller",,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",M_80094,23.214785,-4.3385816
Sisters (Syostry),2001,"Action, Crime, Drama",,"A movie about two sisters - thirteen year old Sveta, poor and abandoned by her father, who longs to go off and be a sniper in the army, and spoilt eight-year old Dina, doted on by her gangster father...",M_80124,-24.740599,-29.372086
"American, The",2010,"Drama, Thriller",,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",M_80126,-2.0786371,-11.448573
Jackass 2.5,2007,"Comedy, Documentary",,"The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a 'pee' gun on themselves, having a mini motor bike fracas in the grocery mall, a sperm test, a portly crew member disguised as King Kong, as well as include three episodes of their hilarious adventures in India.",M_80139,-8.972584,45.4903
"Horde, The (La Horde)",2009,"Action, Horror, Thriller",,"A bunch of crooked cops raid a ruined building located in an impoverished suburb of Paris, determined to furiously avenge the death of one of them, murdered by the ruthless criminal gang hidden on top of the dark labyrinth that will become a deathly trap when the living, unexpectedly turned into the undead by a mysterious plague, begin to devour the world.",M_80162,29.11931,-19.969824
"Switch, The",2010,"Comedy, Romance",,"Kassie is a smart, fun-loving single woman who, despite her neurotic best friend Wally’s objections, decides it’s time to have a baby – even if it means doing it herself…with a little help from a charming sperm donor. But, unbeknownst to her, Kassie’s plans go awry because of a last-minute switch that isn’t discovered until seven years later… when Wally gets acquainted with Kassie’s cute – though slightly neurotic – son.",M_80166,-51.717724,-8.481006
Machete,2010,"Action, Adventure, Comedy, Crime, Thriller",,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",M_80219,36.812527,-32.256886
Going the Distance,2010,"Comedy, Romance",,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",M_80241,-42.030727,12.623008
Resident Evil: Afterlife,2010,"Action, Horror, Sci-Fi, Thriller, IMAX",,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",M_80363,51.239086,-8.049153
Princess (Prinsessa),2010,Drama,,"Princess tells the true story of former cabaret dancer Anna Lappalainen's redemptive struggle with insanity, who checked in to Finland's Kellokoski Psychiatric Hospital in 1945.",M_80454,-23.816101,8.413334
"Social Network, The",2010,Drama,good dialogue loneliness witty,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",M_80463,-4.0753775,37.034492
"Man Vanishes, A (Ningen Johatsu)",1967,"Documentary, Drama, Mystery",,"A Man Vanishes examines the concept of Johatsu, tackling the phenomenon of people missing in Japan over the years. It picks one such person from the list, someone who had seemed to disappear from the face of the earth due to embezzlement from his company, and the filmmakers begin an investigative documentary into the reasons behind and attempt at tracking him down.",M_80478,-1.2351741,44.686455
"Town, The",2010,"Crime, Drama, Thriller",crime FBI romance too much love interest,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",M_80489,18.790073,-51.985783
Easy A,2010,"Comedy, Romance",,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",M_80549,-61.61548,11.718261
Eat Pray Love,2010,"Drama, Romance",,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",M_80551,-38.615902,-5.2708526
Howl,2010,Drama,,"It's San Francisco in 1957, and an American masterpiece is put on trial. Howl, the film, recounts this dark moment using three interwoven threads: the tumultuous life events that led a young Allen Ginsberg to find his true voice as an artist, society's reaction (the obscenity trial), and mind-expanding animation that echoes the startling originality of the poem itself. All three coalesce in a genre-bending hybrid that brilliantly captures a pivotal moment-the birth of a counterculture.",M_80553,-14.576162,48.46403
I'm Still Here,2010,"Comedy, Drama",,"I'm Still Here is a portrayal of a tumultuous year in the life of actor Joaquin Phoenix. With remarkable access, the film follows the Oscar-nominee as he announces his retirement from a successful film career in the fall of 2008 and sets off to reinvent himself as a hip-hop musician. The film is a portrait of an artist at a crossroads and explores notions of courage and creative reinvention, as well as the ramifications of a life spent in the public eye.",M_80572,-21.393728,48.228855
"Patrik Age 1.5 (Patrik 1,5)",2008,"Comedy, Drama, Romance",,"Göran and Sven have been cleared for adoption and they have a possibility to adopt a swedish orphan, Patrik 1,5. But when Patrik arrives he turns out to be someone else, not the little boy they were expecting. A comma had been misplaced, and in comes a 15-year-old homophobic with a criminal past.",M_80584,-14.822051,-22.503668
Flipped,2010,"Comedy, Drama, Romance",,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",M_80586,-43.061726,-2.9883602
Wall Street: Money Never Sleeps,2010,Drama,,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",M_80590,38.640896,-28.411785
Legend of the Guardians: The Owls of Ga'Hoole,2010,"Adventure, Animation, Fantasy, IMAX",,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",M_80615,43.06,19.299255
It's Kind of a Funny Story,2010,"Comedy, Drama",,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,M_80693,-24.322754,-9.64667
Middle Men,2009,"Comedy, Crime, Drama",,"Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals and struggles not to drown in a sea of conmen, mobsters, drug addicts, and pornstars.",M_80727,-8.387788,22.925602
Alice in Wonderland,1933,"Adventure, Children, Fantasy",,"In Victorian England, a bored young girl dreams that she has entered a fantasy world called Wonderland, populated by even more fantastic characters.",M_80748,18.282574,29.559628
Let Me In,2010,"Drama, Horror, Mystery",,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,M_80831,-20.479034,-5.583126
Sintel,2010,"Animation, Fantasy",adventure animation fantasy,"A wandering warrior finds an unlikely friend in the form of a young dragon. The two develop a close bond, until one day the dragon is snatched away. She then sets out on a relentless quest to reclaim her friend, finding in the end that her quest exacts a far greater price than she had ever imagined.",M_80834,21.539368,27.513268
Secretariat,2010,"Adventure, Drama",,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",M_80839,-14.142267,-12.875307
Devil,2010,"Horror, Mystery, Thriller",,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",M_80846,18.00835,-13.185321
You Again,2010,Comedy,,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",M_80858,-59.891815,3.7413144
Life as We Know It,2010,"Comedy, Romance",,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",M_80860,-27.193686,15.378313
Catfish,2010,"Documentary, Mystery",,"Nev, a 24-year-old New York-based photographer, has no idea what he's in for when Abby, an eight-year-old girl from rural Michigan, contacts him on Facebook, seeking permission to paint one of his photographs. When he receives her remarkable painting, Nev begins a friendship and correspondence with Abby's family. But things really get interesting when he develops a cyber-romance with Abby's attractive older sister, Megan, a musician and model. Prompted by some startling revelations about Megan, Nev and his buddies embark on a road trip in search of the truth.",M_80862,-54.417404,-6.59802
You Will Meet a Tall Dark Stranger,2010,"Comedy, Romance",,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",M_80864,-49.158337,-15.47825
Stone,2010,"Drama, Thriller",,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",M_80880,6.630562,-52.33306
Inside Job,2010,Documentary,business corruption economics investor corruption politics truth,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",M_80906,-6.095692,51.551876
Monsters,2010,"Drama, Sci-Fi",,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",M_80917,51.436626,3.4927819
Never Let Me Go,2010,"Drama, Romance, Sci-Fi",,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",M_80969,-13.075706,-21.537033
"Illusionist, The (L'illusionniste)",2010,Animation,,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,M_81018,-29.98319,1.1238756
Luck by Chance,2009,Drama,,"Not wanting the same fate as befell her sisters, Sona Mishra re-locates to Mumbai to try to make a living making movies, but she soon finds that the path she has chosen is not an easy one.",M_81087,-18.578705,-11.854245
Rubber,2010,"Action, Adventure, Comedy, Crime, Drama, Film-Noir, Horror, Mystery, Thriller, Western",,"A group of people gather in the California desert to watch a ""film"" set in the late 1990s featuring a sentient, homicidal car tire named Robert. The assembled crowd of onlookers watch as Robert becomes obsessed with a beautiful and mysterious woman and goes on a rampage through a desert town.",M_81132,19.0614,-23.65317
Jackass 3D,2010,"Action, Comedy, Documentary",,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",M_81156,-21.577827,33.239635
Restrepo,2010,"Documentary, War",american idolatry,"Directors Hetherington and Junger spend a year with the 2nd Battalion of the United States Army located in one of Afghanistan's most dangerous valleys. The documentary provides insight and empathy on how to win the battle through hard work, deadly gunfights and mutual friendships while the unit must push back the Taliban.",M_81158,3.136879,52.307438
Waiting for 'Superman',2010,Documentary,,"Gripping, heartbreaking, and ultimately hopeful, Waiting for Superman is an impassioned indictment of the American school system from An Inconvenient Truth director Davis Guggenheim.",M_81191,-11.220784,40.543907
Red,2010,"Action, Comedy",,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",M_81229,46.81046,-34.08463
In a Better World (Hævnen),2010,Drama,,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",M_81257,-19.13721,-11.366856
Heartbreaker (L'Arnacoeur),2010,"Comedy, Romance",,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,M_81383,-46.59918,-17.737293
Paranormal Activity 2,2010,"Horror, IMAX",,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",M_81417,3.8421187,-18.612715
Heartbeats (Les amours imaginaires),2010,"Drama, Romance",,"Francis is a young gay man, Marie is a young straight woman and the two of them are best friends -- until the day the gorgeous Nicolas walks into a Montreal coffee shop. The two friends, instantly and equally infatuated, compete for Nicolas' indeterminate affections, a conflict that climaxes when the trio visit the vacation home of Nicolas' mother. The frothy comedy unfolds through narrative, fantasy sequences and confessional monologues.",M_81456,-37.956253,2.2645526
Hereafter,2010,"Drama, Fantasy",,"Three people — a blue-collar American, a French journalist and a London school boy — are touched by death in different ways.",M_81512,-50.21766,14.718561
Undisputed III: Redemption,2010,"Action, Crime, Drama",,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",M_81520,34.57669,37.44065
Saw VII 3D - The Final Chapter,2010,"Horror, Mystery, Thriller",,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",M_81535,55.677067,-7.1995196
Due Date,2010,Comedy,,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",M_81537,9.443673,20.2133
127 Hours,2010,"Adventure, Drama, Thriller",stranded,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,M_81562,31.001629,16.313253
Megamind,2010,"Action, Animation, Children, Comedy, Sci-Fi, IMAX",,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",M_81564,49.811943,12.4270315
Black Swan,2010,"Drama, Thriller",alter ego atmospheric creepy horror obsession surreal,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,M_81591,-12.827203,24.517876
I Shot Jesse James,1949,"Drama, Romance, Western",,Bob Ford murders his best friend Jesse James in order to obtain a pardon that will free him to marry his girlfriend Cynthy. The guilt-stricken Ford soon finds himself greeted with derision and open mockery throughout town. He travels to Colorado to try his hand at prospecting in hopes that marriage with Cynthy is still in the cards.,M_81681,-31.289005,-13.678588
Unstoppable,2010,"Action, Drama, Thriller",,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",M_81782,48.296467,-25.165663
Morning Glory,2010,"Comedy, Drama, Romance",,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",M_81784,-39.528492,12.887255
Certified Copy (Copie conforme),2010,Drama,,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",M_81786,-5.871982,9.5419855
"Next Three Days, The",2010,"Crime, Drama, Romance, Thriller",,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",M_81788,-10.9970255,-36.719067
Somewhere,2010,Drama,,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.",M_81791,-20.100248,-7.395722
Biutiful,2010,Drama,,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",M_81819,14.003705,-4.913128
"First Beautiful Thing, The (La prima cosa bella)",2010,"Comedy, Drama",,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later.",M_81831,-41.40898,-27.95851
Harry Potter and the Deathly Hallows: Part 1,2010,"Action, Adventure, Fantasy, IMAX",,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",M_81834,45.35279,12.618484
"King's Speech, The",2010,Drama,,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",M_81845,-0.5924373,26.060253
Tangled,2010,"Animation, Children, Comedy, Fantasy, Musical, Romance, IMAX",,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",M_81847,21.096046,23.798061
"Art of the Steal, The",2009,Documentary,,"A gripping tale of intrigue and mystery in the art world, this film traces the history of a collection of Post-Impressionist paintings - worth billions - which became the subject of a power struggle after the death of its owner. Dr. Albert Barnes.",M_81910,-13.564512,46.839054
"Fighter, The",2010,Drama,,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",M_81932,17.582125,8.800036
"Romantics, The",2010,"Comedy, Drama, Romance",,"Alliances are tested when seven college pals reunite to watch two of their own say “I do” at a seaside wedding. But the maid of honor and the groom share a passionate history, and the bride isn’t the only one who’s wondering if it’s all in the past.",M_81949,-48.018192,-2.1704412
"Loved Ones, The",2009,Horror,,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",M_82041,0.07868,-2.8142235
Casino Jack,2010,"Comedy, Crime",,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",M_82053,12.782765,0.023751095
Vincent Wants to Sea (Vincent will meer),2010,Drama,,"Vincent, a young man who suffers from Tourette's syndrome, has just lost his mother. His father, a successful politician, does not want to take care of him and therefore places him into a mental institution. He is put into a room with Alexander, a guy with a compulsive disorder, and is shown around by Marie, an anorectic girl.",M_82088,-27.246296,-22.24646
London Boulevard,2010,"Crime, Romance",,A parolee falls for a reclusive movie star while trying to evade a ruthless gangster.,M_82093,8.826041,1.5157511
Skyline,2010,"Sci-Fi, Thriller",,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",M_82095,51.20792,-6.6494875
Beastly,2011,"Drama, Fantasy, Romance",,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",M_82152,-25.206106,13.508713
Love and Other Drugs,2010,"Comedy, Drama, Romance",,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",M_82167,-34.969414,-8.172303
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,"Adventure, Children, Fantasy",,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",M_82169,22.452997,23.380865
"Tourist, The",2010,"Drama, Thriller",,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",M_82202,-24.344625,-0.87325555
Rare Exports: A Christmas Tale (Rare Exports),2010,"Action, Comedy",male nudity,"Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",M_82242,21.413498,-2.917633
Hatchet II,2010,"Comedy, Horror, Thriller",,"Picking up right where the original ended, Marybeth escapes the clutches of the swamp-dwelling killer Victor Crowley. After learning the truth about her family’s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",M_82366,26.53761,-17.96083
All Good Things,2010,"Drama, Mystery, Thriller",,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",M_82378,18.41269,-33.78018
True Grit,2010,Western,atmospheric Coen Brothers Jeff Bridges Matt Damon predictable,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",M_82459,8.455671,-40.244427
Tron: Legacy,2010,"Action, Adventure, Sci-Fi, IMAX",action choreography Horrid characterisation Poor plot development sequel soundtrack,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",M_82461,38.614746,10.969191
How Do You Know,2010,"Comedy, Drama, Romance",,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",M_82499,-31.019335,18.840464
Barney's Version,2010,Drama,,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",M_82527,-15.893023,4.425263
"Company Men, The",2010,Drama,,"Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",M_82534,-38.61445,-15.5317335
"One-Armed Swordsman, The (Dubei dao)",1967,"Action, Drama",,"A noble swordsman, whose arm had been chopped off, returns to his former teacher to defend him from a villainous gang of rival swordsmen.",M_82641,19.780092,10.134996
I Saw the Devil (Akmareul boatda),2010,"Crime, Thriller",,"Kyung-Chul is a dangerous psychopath who kills for pleasure. Soo-Hyun, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",M_82667,33.284805,-19.60141
Trash Humpers,2009,Drama,,"Follow a small group of elderly “Peeping Toms” through the shadows and margins of an unfamiliar world. Crudely documented by the participants themselves, we follow the debased and shocking actions of a group of true sociopaths the likes of which have never been seen before. Inhabiting a world of broken dreams and beyond the limits of morality, they crash against a torn and frayed America.",M_82684,-3.4714735,36.34318
Faster,2010,"Action, Crime, Drama",,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",M_82744,6.591899,-35.434162
